2018-09-04 02:56:11 - ÍøÖ·²É¼¯¿ªÊ¼
2018-09-04 02:56:11: [*] ³ÌĞòÔËĞĞ : µ±Ç°ÓÃ»§ : Langzi
2018-09-04 02:56:11: [*] ³ÌĞòÔËĞĞ : ÓÑÁ´²É¼¯Ïî : ¿ªÆô
2018-09-04 02:56:11: [*] ³ÌĞòÔËĞĞ : ÎŞÏŞ²É¼¯Ïî : ¿ªÆô
2018-09-04 02:56:20: [*] ³ÌĞòÔËĞĞ : ÅúÁ¿µ¼ÈëÍøÖ·ÊäÈë 0 (½«²É¼¯ºÃµÄÍøÖ·ÎÄ±¾ÍÏ×§½øÀ´)   ×Ô¶¯²É¼¯¹Ø¼ü´ÊÊäÈë 1 (°Ù¶È½Ó¿Ú¹Ø¼ü´Ê²É¼¯)
2018-09-04 02:56:20: [*] ³ÌĞòÔËĞĞ : ÇëÑ¡ÔñÆô¶¯·½Ê½(Ñ¡Ïî:0/1):0
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://jdxgc.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://chem.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://dsh.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://www.fjnufq.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://zxfz.fjnufq.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://www.fjnufq.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.hxrc.com
2018-09-04 02:57:51: [-] ÍøÖ·ÅÅ³ı : http://cy.ncss.org.cn : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.gfbzb.gov.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://nelcf.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://lemt.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://jsb.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://shenji.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://honorschool.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://zzb.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://renwen.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://zzb.jiangnan.edu.cn

2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://zzb.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://jsb.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://ctc.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://jsb.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://ctc.jiangnan.edu.cn

2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://shenji.jiangnan.edu.cn
018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://wxms.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://jzxy.xupt.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://marxism.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://uldp.njust.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://zcc.njucm.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://fzgh.njust.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://smls.njucm.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://nsi.jit.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.zjwchc.com
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://chem.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://dm.jit.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://dsh.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://marxism.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://skc.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.cc
iangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://sklf.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://renwen.jiangnan.edu.cn
.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://dsh.jiangnan.edu.cn

2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://tongzhan.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://zxfz.fjnufq.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://nic.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://tongzhan.jiangnan.edu.cn
2018-09-04 02:57:51: [-] ÍøÖ·ÅÅ³ı : http://www.hxrc.com : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://jw.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.fsa.gov.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.fjkl.gov.cn
2018-09-04 02:57:51: [-] ÍøÖ·ÅÅ³ı : http://www.xjpfkjpkc.com : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://xjpfk.fmmu.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://cy.ncss.org
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://www.rs.sdu.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.qdxq.sdu.edu.cn
2018-09-04 02:57:51: [-] ÍøÖ·ÅÅ³ı : http://www.cc : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://cyy.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://coe.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://foodsci.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://ltx.sdyu.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://tdgeneralsurgery.fmmu.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://renwen.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://jdxgc.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.sdyu.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://wxms.jiangnan.edu.cn
2018-09-04 02:57:51: [-] ÍøÖ·ÅÅ³ı : http://www.cc : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.chinayanghe.com
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://dsh.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://coe.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://lemt.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://jyfzjjh.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://shenji.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://gs.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://zzb.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://ctc.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://jzxy.xupt.edu.cn
2018-09-04 02:57:51: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='www.zjwchc.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000000000CA776A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://fao.xupt.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://nic.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://iot.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://ctc.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://ac.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://chem.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://ctc.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://fzgh.njust.edu.cn

2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://ac.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://shenji.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://jwc.njust.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://ac.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://gs.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://marxism.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.cc
2018-09-04 02:57:51: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='cy.ncss.org', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000000000C1D4C18>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://smls.njucm.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://xygq.njucm.edu.cn
2018-09-04 02:57:51: [-] ÍøÖ·ÅÅ³ı : http://www.fjkl.gov.cn : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.chinajob.gov.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://www.sdyu.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://zzb.sdyu.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://dm.jit.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://hqc.jit.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://dsh.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://tongzhan.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://honorschool.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://nic.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://nercff.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://sodcn.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://zzb.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://tongzhan.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://opc.seu.edu.cn
n
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://www.qdxq.sdu.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://nercff.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.youth.sdu.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://fao.xupt.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://gfjy.xiyou.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://foodsci.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://coe.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://lib.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://dsh.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://jyfzjjh.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://jw.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://coe.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://jyfzjjh.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://jyfzjjh.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://wxms.jiangnan.edu.cn2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://renwen.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://jdzcgs.jiangnan.edu.cn
2018-09-04 02:57:51: [-] ÍøÖ·ÅÅ³ı : http://www.most.gov.cn : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:57:51: [+] ÍøÖ·Ğ´Èë : http://ctc.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://guojiaochu.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://marxism.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://ac.jiangnan.edu.cn
2018-09-04 02:57:51: [-] ÍøÖ·ÅÅ³ı : http://www.cc : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://coe.jiangnan.edu.cn
2018-09-04 02:57:51: [-] ÍøÖ·ÅÅ³ı : http://www.chinayanghe.com : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:57:51: [-] ÍøÖ·ÅÅ³ı : http://www.tdpuwai.com : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://jw.jiangnan.edu.cn
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.nhfpc.gov.cn
2018-09-04 02:57:51: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:57:51: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:57:51: [+] ÓÑÁ´ÅÀĞĞ : http://skc.jiangnan.edu.cn
2018-09-04 02:57:52: [+] ÓÑÁ´ÅÀĞĞ : http://xbbjb.jit.edu.cn
2018-09-04 02:57:54: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='cits.sta.edu.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000000000D3E8470>, 'Connection to cits.sta.edu.cn timed out. (connect timeout=5)'))
2018-09-04 02:57:54: [+] ÓÑÁ´ÅÀĞĞ : http://police.sh.edu.cn
2018-09-04 02:57:54: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='kqyfk.fmmu.edu.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000000000D5DB5F8>, 'Connection to kqyfk.fmmu.edu.cn timed out. (connect timeout=5)'))
2018-09-04 02:57:54: [+] ÓÑÁ´ÅÀĞĞ : http://xjwww.fmmu.edu.cn
2018-09-04 02:57:54: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='oas.nuaa.edu.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000000000D0E1BE0>, 'Connection to oas.nuaa.edu.cn timed out. (connect timeout=5)'))
2018-09-04 02:57:54: [+] ÓÑÁ´ÅÀĞĞ : http://cmee.nuaa.edu.cn
2018-09-04 02:57:54: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='bbs.seu.edu.cn', port=80): Read timed out. (read timeout=5)
2018-09-04 02:57:54: [+] ÓÑÁ´ÅÀĞĞ : http://www.lib.seu.edu.cn
2018-09-04 02:57:54: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='de.gdufs.edu.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000000000D0C5AC8>, 'Connection to de.gdufs.edu.cn timed out. (connect timeout=5)'))
2018-09-04 02:57:54: [+] ÓÑÁ´ÅÀĞĞ : http://news.gdufs.edu.cn
2018-09-04 02:57:54: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='job.haut.edu.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000000001026E080>, 'Connection to job.haut.edu.cn timed out. (connect timeout=5)'))
2018-09-04 02:57:54: [+] ÓÑÁ´ÅÀĞĞ : http://jwc.haut.edu.cn
2018-09-04 02:57:54: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='985ap.xjtu.edu.cn', port=80): Read timed out. (read timeout=5)
2018-09-04 02:57:54: [+] ÓÑÁ´ÅÀĞĞ : http://www.moe.gov.cn
2018-09-04 02:57:56: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='jw.jiangnan.edu.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000000000C8C0E10>, 'Connection to jw.jiangnan.edu.cn timed out. (connect timeout=5)'))
2018-09-04 02:57:56: [+] ÓÑÁ´ÅÀĞĞ : http://sme.jiangnan.edu.cn
2018-09-04 02:57:56: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='cicim-cu.jiangnan.edu.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000000000C84C048>, 'Connection to cicim-cu.jiangnan.edu.cn timed out. (connect timeout=5)'))
2018-09-04 02:57:56: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='lookaside.fbsbx.com', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000000000C569FD0>, 'Connection to lookaside.fbsbx.com timed out. (connect timeout=5)'))
2018-09-04 02:57:56: [+] ÓÑÁ´ÅÀĞĞ : http://heropress.com
2018-09-04 02:57:56: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='jw.jiangnan.edu.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x00000000108AA278>, 'Connection to jw.jiangnan.edu.cn timed out. (connect timeout=5)'))
2018-09-04 02:57:56: [+] ÓÑÁ´ÅÀĞĞ : http://sme.jiangnan.edu.cn
2018-09-04 02:57:59: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='www.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000000010BC2C88>: Failed to establish a new connection: [Errno 11002] getaddrinfo failed',))
2018-09-04 02:57:59: [+] ÓÑÁ´ÅÀĞĞ : http://www.cnki.net
2018-09-04 02:57:59: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='jwxy.jiangnan.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000000000F2773C8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))
2018-09-04 02:57:59: [+] ÓÑÁ´ÅÀĞĞ : http://marxism.jiangnan.edu.cn
2018-09-04 02:57:59: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='jdzcgs.jiangnan.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000000000BAEAF28>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))
2018-09-04 02:57:59: [+] ÓÑÁ´ÅÀĞĞ : http://tuanwei.jiangnan.edu.cn
2018-09-04 02:57:59: [+] ÍøÖ·Ğ´Èë : http://zzb.sdyu.edu.cn
2018-09-04 02:57:59: [+] ÓÑÁ´ÅÀĞĞ : http://xxb.sdyu.edu.cn
2018-09-04 02:57:59: [+] ÍøÖ·Ğ´Èë : http://cmee.nuaa.edu.cn
2018-09-04 02:57:59: [+] ÓÑÁ´ÅÀĞĞ : http://www.xinhuanet.com
2018-09-04 02:57:59: [+] ÍøÖ·Ğ´Èë : http://dgb.fjnufq.edu.cn
2018-09-04 02:57:59: [-] ÍøÖ·ÅÅ³ı : http://www.chinajob.gov.cn : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:57:59: [+] ÓÑÁ´ÅÀĞĞ : http://jyzd.fjnufq.edu.cn
2018-09-04 02:57:59: [-] ÍøÖ·ÅÅ³ı : http://www.cnki.net : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:57:59: [+] ÓÑÁ´ÅÀĞĞ : http://www.cfluid.com
2018-09-04 02:57:59: [+] ÓÑÁ´ÅÀĞĞ : http://www2.gdufs.edu.cn
2018-09-04 02:57:59: [-] ÍøÖ·ÅÅ³ı : http://www.moe.gov.cn : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:57:59: [-] ÍøÖ·ÅÅ³ı : http://www.xinhuanet.com : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:57:59: [+] ÓÑÁ´ÅÀĞĞ : http://som.xjtu.edu.cn
2018-09-04 02:57:59: [+] ÓÑÁ´ÅÀĞĞ : http://hqjt.nuaa.edu.cn
2018-09-04 02:57:59: [+] ÍøÖ·Ğ´Èë : http://jwc.haut.edu.cn
2018-09-04 02:57:59: [+] ÓÑÁ´ÅÀĞĞ : http://nelwcp.haut.edu.cn
2018-09-04 02:57:59: [+] ÍøÖ·Ğ´Èë : http://xxb.sdyu.edu.cn
2018-09-04 02:57:59: [+] ÓÑÁ´ÅÀĞĞ : http://sjxy.sdyu.edu.cn
2018-09-04 02:57:59: [+] ÍøÖ·Ğ´Èë : http://www.youth.sdu.edu.cn
2018-09-04 02:57:59: [+] ÍøÖ·Ğ´Èë : http://ac.jiangnan.edu.cn
2018-09-04 02:57:59: [+] ÓÑÁ´ÅÀĞĞ : http://www.yz.sdu.edu.cn
2018-09-04 02:57:59: [+] ÍøÖ·Ğ´Èë : http://ac.jiangnan.edu.cn
2018-09-04 02:57:59: [+] ÍøÖ·Ğ´Èë : http://iot.jiangnan.edu.cn
2018-09-04 02:57:59: [+] ÓÑÁ´ÅÀĞĞ : http://yiyuan.jiangnan.edu.cn
2018-09-04 02:57:59: [+] ÍøÖ·Ğ´Èë : http://dsh.jiangnan.edu.cn
2018-09-04 02:57:59: [+] ÓÑÁ´ÅÀĞĞ : http://www.pkulaw.cn
2018-09-04 02:57:59: [+] ÓÑÁ´ÅÀĞĞ : http://sodcn.jiangnan.edu.cn
2018-09-04 02:57:59: [+] ÍøÖ·Ğ´Èë : http://hqc.jit.edu.cn
2018-09-04 02:57:59: [+] ÓÑÁ´ÅÀĞĞ : http://jw.jiangnan.edu.cn
2018-09-04 02:57:59: [+] ÍøÖ·Ğ´Èë : http://ac.jiangnan.edu.cn
2018-09-04 02:57:59: [+] ÓÑÁ´ÅÀĞĞ : http://yjsc.jit.edu.cn
2018-09-04 02:57:59: [+] ÓÑÁ´ÅÀĞĞ : http://yiyuan.jiangnan.edu.cn
2018-09-04 02:57:59: [+] ÍøÖ·Ğ´Èë : http://gs.jiangnan.edu.cn
2018-09-04 02:57:59: [+] ÍøÖ·Ğ´Èë : http://gfjy.xiyou.edu.cn
2018-09-04 02:57:59: [+] ÓÑÁ´ÅÀĞĞ : http://guojiaochu.jiangnan.edu.cn
2018-09-04 02:57:59: [+] ÓÑÁ´ÅÀĞĞ : http://sports.163.com
2018-09-04 02:57:59: [+] ÍøÖ·Ğ´Èë : http://nercff.jiangnan.edu.cn
2018-09-04 02:57:59: [+] ÍøÖ·Ğ´Èë : http://nercff.jiangnan.edu.cn
2018-09-04 02:57:59: [+] ÓÑÁ´ÅÀĞĞ : http://j-park.jiangnan.edu.cn
2018-09-04 02:57:59: [+] ÍøÖ·Ğ´Èë : http://xjwww.fmmu.edu.cn
2018-09-04 02:57:59: [+] ÍøÖ·Ğ´Èë : http://lib.jiangnan.edu.cn
2018-09-04 02:57:59: [+] ÍøÖ·Ğ´Èë : http://jyfzjjh.jiangnan.edu.cn22018-09-04 02:57:59: [+] ÍøÖ·Ğ´Èë : http://zzb.jiangnan.edu.cn
2018-09-04 02:57:59: [+] ÍøÖ·Ğ´Èë : http://sodcn.jiangnan.edu.cn
2018-09-04 02:57:59: [+] ÓÑÁ´ÅÀĞĞ : http://sklf.jiangnan.edu.cn
2018-09-04 02:57:59: [+] ÍøÖ·Ğ´Èë : http://jyfzjjh.jiangnan.edu2018-2018-09-04 02:57:59: [+] ÓÑÁ´ÅÀĞĞ : http://news.jiangnan.edu.cn
4 02:57:59: [+] ÍøÖ·Ğ´Èë : http://guojiaochu.jiangnan.edu.cn
2018-09-04 02:57:59: [+] ÍøÖ·Ğ´Èë : http://ac.jiangnan.edu.cn
2018-09-04 02:57:59: [+] ÍøÖ·Ğ´Èë : http://nic.jiangnan.edu.cn
2018-09-04 02:57:59: [+] ÍøÖ·Ğ´Èë : http://tuanwei.jiangnan.edu.cn
2018-09-04 02:57:59: [+] ÍøÖ·Ğ´Èë : http://sme.jiangnan.edu.cn

n
